Comparison,Correlation_Gbm,Correlation_hnscc,Correlation_Luad
WDR75,,,
USP5,,,
SHANK3,,-0.37002783848158616,
GYPC,,,
AKR1B15,,,
FN1,,0.3608132634028629,
HLA-E,,,
RBL2,,,
SPAG1,,,0.4202413194524121
PLEKHM2,,,
HNRNPM,,,
STRN3,,,
POLR3D,,,
GIPC3,,,
PLEKHF1,,,
ZNHIT2,,,
CHPF,,,
GBP1,,,
PAPSS1,,,
SACS,,,
TPM2,,,
MRPS18A,,,
MRPL34,,,
PATZ1,,,
RPS14,,,
ILVBL,,0.2842924703834526,
RPL18,,,
ENPP5,,,
IDO1,,-0.2760948280861697,
RRN3,,,
ADIPOR1,,,
C12orf10,,,
MRPL32,,,
RAB7A,,,
PGD,,,-0.2712146581860451
KDM4B,,,
MRPS27,,,
COA3,,,
PLA2G12A,,,
SIRT1,,,
TAF7,,,
TAF9B,,,
RBFOX2,,,
MRPL58,,,
RETN,,,
SKA3,,,
ELMSAN1,,,
NME1,,,
KLHL11,,,
ZNF516,,,
RPTOR,,,
KCNH5,,,
NOL9,,,
BRD8,,,
LINC01420,,,
MMP3,,,
PCNP,,,
PGLYRP1,,,
CHURC1-FNTB,,,
EIF4EBP3,,,
NDUFAF8,,,
MGA,,,
CRLF1,,,
RFX5,,-0.33818057141745506,
GBE1,,,
TAF1,,,
GLO1,,,
CD5L,,,
TRAPPC13,,,
ADO,,,
BPGM,,,
RETSAT,,,
DOCK5,,,-0.3250867330536824
TRIM11,,,
SARNP,,,
CBL,,-0.2710792856915243,-0.3001836237793613
LYRM9,,,
FHL1,,,
MRPL47,,,0.2753631836246161
TTC26,,,
TBC1D12,,,
MLST8,,,
CDC42EP3,,,
CHCHD6,,,0.3064801269336605
MARCKS,,,
MRPS28,,,
PUS3,,,
ANKRD27,,,
ZC3H12A,,,
AACS,,,
TMPO,,,
FAM109A,,,
MEX3A,,,
HOMER1,,,0.26388506131148
PPCS,,,
ACSS2,,,0.26494012213188195
C1orf198,,,
FKBP10,,,
NANP,,,
CPXM1,,,
TMX3,,,
R3HDM1,,,
LYPLAL1,,,
MCCC2,,,
CASP12,,,
C15orf52,,,
OLFML2B,,,
FAM168B,,,
PKP4,,,
ADARB1,,,
PKIB,,,
SDCBP2,,,
TPM1,,,
LRRC8A,,0.4086413027053424,
KIF23,,,
ERAL1,,,0.2783727071106826
SNRPD3,,,
POLR3F,,,
KIAA1211,,,
INPPL1,,-0.2750271614131501,
C19orf52,,,
HEBP1,,,
MRPL10,,,
MKI67,,,
CHAMP1,,,
TPD52,,,
MST1L,,,
TMEM214,,,
TRPV2,,,
PPAN-P2RY11,,,
NCS1,,,
QSOX2,,,
NDEL1,,,
RPL23,,,
CSTF3,,,
POTEI,,,
UPF1,,,
MYD88,,,
SOAT1,,,
CEP55,,,
TRIOBP,,,
ENPP4,,-0.3878129721232836,
OGFOD2,,,
EPS15L1,,,
C18orf32,,,-0.2810099096619775
ADAMTSL4,,,
NOP2,,,
COG3,,,
GREM2,,,
UBAC2,,,
CCDC92,,,
GRAMD3,,,
TPT1,,,
WDR33,,,
SEPSECS,,,
HMBS,,,
NCBP3,,,
STK38L,,,
TMC4,,,0.27943120071345184
UCHL3,,,
DHX29,,,0.36040097638075397
TDRD7,,,
LRIF1,,,
C2orf54,,,
KDM4A,,,
TGFB1I1,,,
KIAA0430,,,
GPR180,,,
BCL11A,,,
H2AFY,,,
CEP97,,,
RPL9,,,
RILP,,,
EDC4,,,
RALYL,,,
ZNF644,,,
GSE1,,,
ZC3HAV1,,,
RNGTT,,,
ARHGEF1,,,-0.3479450134790432
TFEB,,-0.3970445515891313,
PLIN5,,,
NOL4L,,,
VAMP7,,,0.3195141007065147
PDLIM3,,,
CTNNBIP1,,,
MAP1LC3A,,,
PRKCSH,,,
EIF4G3,,,
PHACTR2,,-0.3920658195744773,
MAPK8IP1,,,
CBFB,,,
UBAP1,,,
HDGFRP2,,,
ING2,,,
SLC4A1AP,,,
ADAT2,,,
GDAP1,,,
RIC8B,,,
DESI2,,,
KIAA0355,,,
POLR3C,,,
STAM2,,,
SRP9,,,
PRNP,,0.3895588658633055,
FAHD1,,0.3645342851186793,
MTMR6,,,-0.3809968077918013
UTP11,,,
LOX,,,
SSBP4,,,
ERGIC3,,,
HTRA3,,,
MAPK7,,,
CARMIL1,,,
RLF,,,
LAMTOR1,,,
PANK3,,,0.3109586328209469
FAM188B,,,
RXRA,,0.3395321723437412,
TRAFD1,,,
CEMIP,,,
SYTL1,,,
TIMM10,,,
HEG1,,,
SEC14L4,,,
SLC7A5,,,
APEX1,,,
CD209,,,-0.3508353728887912
MRPS36,,,
ADD2,,,
NCOA2,,,0.3978875105617979
NCAPD2,,,
LIMS2,,,
ALOX12B,,,
OXR1,,,
PDXDC1,,,0.3250173123122983
SMC1A,,,
PEAK1,,,
UBR7,,,0.2778926501275759
NUDT8,,,
ARHGAP32,,,
NCSTN,,,
STC1,,,
RRAGC,,,
WDR73,,,
BRD7,,,
MISP3,,,0.3077115974637051
LAD1,,0.2810010059671569,
FBXO22,,,
TRERF1,,,
RNF213,,-0.2962099167336589,
TWISTNB,,,0.3447075030201789
SYDE1,,,
DPP3,,,
SLC25A13,,0.3330835002612039,
NOTCH3,,0.3606964796561474,
EARS2,,,
AURKA,,,
UBE2K,,,0.2723347585387305
CBLB,,,
BOD1,,,0.2903392860769146
ZNF362,,,
NCAPG,,,
AR,,,
DEFA4,,,
CEACAM1,,,
GCA,,,
ADGRF5,,,0.3122676310903132
RUNX3,,,
DNAJC3,,,
PRPF6,,,
PHF12,,,
AGAP1,,,
SUV39H2,,,
UTP4,,,
ZCCHC11,,,
RAB11FIP5,,,
BCL2L1,,,
RSL24D1,,,
FNTB,,,
ZNF446,,-0.457038631450025,
TUBA8,,,
SEC23B,,-0.3601120776132889,
POLI,,,
HLCS,,,0.3885445101156666
GREM1,,,
RBBP5,,,
MAP4,,,
ZNF687,,,
HAUS6,,,
AP3D1,,,
NIT1,,,
PREX2,,,
UBE2N,,-0.3068213597235413,-0.3878812242577347
DIP2B,,,
MTERF4,,,
SLC7A6,,,
TXNRD2,,,
FGR,,,-0.2745170042138772
ASPM,,,
FAM133B,,,
ANTXR1,,0.2986401639923161,
RPRD1A,,,
COL7A1,,,
BPTF,,,
CAPN6,,,
HK1,,,
PDK2,,,
NCOR2,,,0.27718819928114546
PTPRE,,,
DPY19L1,,,0.4957418062264653
CPT2,,,
OCIAD2,,,0.2990649454795371
COA4,,,0.2715391434759069
RPL37A,,,
XPC,,-0.3172024664014125,
CNST,,,
BHLHE40,,,
TARDBP,,,
RNASEH1,,,
RPRD2,,,
CTPS1,,,
ACTA2,,,
HIST1H1T,,,
UBE4A,,,
PHF3,,,
LMBRD2,,,0.3077384579362481
HIVEP1,,,
HSPG2,,,
TCEA1,,,
YOD1,,,
STK32C,,,-0.2699177101579132
PARVA,,,
LGALS3BP,,,
RPS15A,,,
FOXO1,,,-0.4021944124397684
CDK16,,,
NUSAP1,,,
TPP2,,,
INF2,,0.27019728428145706,
PLTP,,,
FHL3,,,
NFAT5,,,
TSHZ3,,,
FAM127A,,,
NIPBL,,,
PZP,,,
CHL1,,,
UBE2E3,,,
SYNJ2,,,
KLC1,,,
WDR37,,,-0.3677292217291661
BOLA2-SMG1P6,,,
PUM3,,,
GPATCH2,,,
KLRG2,,,
STAG2,,,
TMEM33,,,
NEURL4,,,
TIMM9,,,0.28397187763731657
UBE2R2,,,
C8orf37,,,
GOLIM4,,,
NEXN,,,
ACTR3C,,,
MEGF9,,,
MIEF1,,,
BAZ1B,,,
DPYSL3,,,
ACSF3,,,
CCSER2,,,
ACAA2,,-0.3027559806502763,-0.3599474921748204
MAX,,,
DNAJC2,,,
DPF2,,,
PDXK,,,
RHOT2,,,
PDPK1,,,
KNTC1,,,
RCN2,,,
AGR2,,,
GRHPR,,,
PRMT9,,,
ZC3H14,,,0.3129881209710547
KDM5C,,,
WDR7,,,
RAB3A,,,
MCM2,,,
SRCAP,,,
AGO2,,,
CCNB2,,,
ITIH2,,,
INCENP,,,
FBXO42,,,
RPN2,,,
SERPINA4,,,
KIAA1683,,,
MT1E,,,
COLEC10,,,
SLC7A2,,,-0.3425720377439533
MLLT1,,,0.3051012653801065
MAP2K1,,,
MAVS,,,
SH2D3A,,,
TINF2,,,
GPT,,,
PURA,,,
LRCH3,,,
PACSIN2,,,
CHD7,,,
GSPT2,,,
MED11,,,
SCUBE2,,-0.4107685178882957,
PPP6R3,,,
TSC2,,,
TERF2IP,,,
SAC3D1,,,
APP,,,0.39638553377727415
IMPA1,,,
TMEM181,,,
AMOTL1,,,
SCEL,,,
TXNL4A,,,
KIAA1524,,,
SLC30A9,,,0.4114944418681004
REEP4,,,
CALML5,,,
STK17B,,,
LRP2,,,
TPRG1,,,
IARS2,,,
CLPTM1L,,,0.3967366866149457
PNN,,,
DYNC1LI2,,,
DSG1,,,
KLF5,,,
GLOD4,,,-0.3414816750904593
CD44,,0.317828413210813,
KANK1,,0.3097924144186315,
KRAS,,0.33881626743431137,
SMG9,,,
MRPL19,,,
PEBP1,,,
ZFX,,,
CDC42EP2,,,
SH2D3C,,,
NECTIN2,,,
APOH,,,
METTL15,,,
BIRC5,,,
EEF1G,,,
C19orf33,,,
ADCY3,,,
COMMD3,,,
NGLY1,,-0.41500566527937777,
CAPS,,,
CTU2,,,
ZC3H10,,,
KEAP1,,,
MRPS7,,,
CDV3,,,
PRG4,,,-0.28694160750737674
COLGALT2,,,
SH3PXD2A,,,
COG8,,,
CCDC149,,,
RABEP2,,,0.2710597480818219
QPCTL,,,
DNAJC17,,,
TMX4,,,
CDAN1,,,
RPL23A,,,
WNK4,,,
REXO4,,0.2807525028254024,
TTC4,,,
SPAG7,,,-0.32227350105840624
SS18L1,,,
ATXN7L3,,,
RAD23B,,,
ARID4B,,,
LRP10,,,
SLC38A2,,,
LMO7,,,
EMILIN1,,,
SLC44A2,,,
CACNA2D2,,,
MRE11A,,,
SZT2,,,
TTR,,,
RRAGD,,,
ITGA2B,,,
MRPL20,,,
CTSK,,,
KIAA2013,,,
LRRC8C,,,
SLC12A9,,,0.3784457913442867
PCDHAC2,,,
SETDB2-PHF11,,,-0.28352994695286265
OSBP,,,
PPP6C,,,
KLHL7,,,
RAB6C,,,0.2958927433482094
GUCY1B3,,,
PLCZ1,,,
ATPAF1,,,
AGO3,,,
FOCAD,,,
RAP1GDS1,,,
SIRT2,,,
VPS28,,,
MAFF,,,
NUMBL,,,
ZNF574,,,
PLA2G16,,,
BRMS1L,,,
ZC3H13,,,
ASB9,,,
RPS20,,,
MIEN1,,,
PMS1,,,
VPS13B,,,0.2971668969219021
MRPL27,,,
MUC16,,,
RAB29,,,
METTL2A,,,
ALDH9A1,,,
SPECC1,,,
APOO,,,
KIF20A,,,
PCMT1,,,
VSTM2L,,,0.4564818237677586
AK4,,0.2950209844277529,
PDLIM4,,0.2714954224553601,
ATXN7,,,
CXorf40A,,,
CDCA2,,,
NKRF,,,
PDZRN3,,,
ARHGEF12,,,
NVL,,,
MRPS18B,,,
WDFY1,,,
TIMM17A,,,
NFS1,,,
MT2A,,,
F11R,,0.4323146618382577,
PPP1R9A,,,
TOP2B,,,
WDCP,,,
SNX7,,,
HNRNPR,,,
BMS1,,,
CEBPZ,,,
RIPK2,,,
HDDC3,,-0.3943840233785104,-0.3075265658982325
COG4,,,
PLEKHJ1,,,
SUPT4H1,,,
GRTP1,,,
MCM7,,,
C3orf38,,,
ATL1,,,
PJA1,,,
RBMX2,,,
EXOC8,,,
IFT172,,,
METTL13,,,
TBC1D10B,,,0.2727189412469518
ASH2L,,,
GLYR1,,,
PIGU,,,0.2667284593748207
PLEKHG2,,,
CDC37,,,
PTGIS,,,
KAT7,,,
CD2BP2,,,
HDAC1,,,
CBR1,,,
BTN3A3,,,
GCC2,,-0.44785756009461336,
CASC3,,,
APBA1,,,
CYP51A1,,,
SELM,,,
LYZ,,,-0.3275256202977358
MXRA7,,,
ANKRD13D,,,
RAP1B,,,
PRUNE1,,,
RRM2,,,
ZNF540,,,
DYNC1I2,,,
TRPC1,,,
LMOD1,,-0.2862911501556049,
BRPF3,,,
NAB1,,,
GFAP,,,
DDX24,,,0.392078341234195
WAPL,,,
HDAC4,,,
CBFA2T2,,,
HBG1,,,
CPOX,,,
KLHL36,,,
PGP,,,0.2682418441691398
ZNF638,,,
GPALPP1,,,
RBP4,,,
PPP1R14A,,,
ATP6V1B1,,,-0.4082483240791149
ZNF579,,,
ITPKB,,,
RPL18A,,0.2673517294032306,
IP6K1,,,
CETP,,,
LZTS1,,,
ADAM17,,0.3552378859118801,
CKMT2,,,
PDCD11,,0.2800803053987091,
ACAD11,,,
ARAF,,-0.2855685253059017,0.2745108055309992
ARHGAP28,,,
ADCY5,,,
EEF1B2,,,
LRRC45,,,
NDUFAF7,,,
DNM1,,,
RPP38,,,
WBP2,,,
CWF19L1,,,-0.3350761904414439
PF4V1,,,
HNRNPF,,,
CYTH3,,,0.32731143969312376
BCAS3,,,
MYO1B,,0.3233123302205241,
AGGF1,,,0.2719342561615617
CAPZA2,,,
GFM2,,,
SAFB,,,
PYCRL,,,
MTPN,,,
NELFB,,,
ABCD3,,,
BMF,,,
SON,,,0.2955632405022596
PPP1R1B,,,
CERCAM,,,
SPTBN1,,,-0.29294734445572435
CEP170,,,
DDX59,,,
EIF4G1,,,0.2819729279117794
RASA2,,,
NECTIN4,,,0.3054735982894685
LAMP2,,0.4887170107488884,0.4789656878449278
MRPL45,,,
RAB10,,,
BTBD2,,,
GFER,,,
FAP,,,
IQGAP3,,,
CDK18,,,
ZBTB7B,,,0.327973868773066
MFGE8,,,
ETFA,,,
VMAC,,,
IFRD2,,,
PLPP3,,,
RNF14,,,
ATPIF1,,,
CNN1,,,
ASMTL,,,
POLD1,,,
MBL2,,,
NPRL2,,,
KLHDC2,,,
PARP10,,,
CIZ1,,,
ATIC,,,
YY1,,,
SKIV2L,,,
FAM118B,,,
PWWP2A,,,0.29145281773151976
MRPS9,,,
PAF1,,,
PPIP5K1,,,
PTGR2,,,
RECQL,,,
C11orf31,,,
P3H3,,0.27721439067597264,
BNIP2,,,
KLF16,,,
EXOC2,,,
C15orf48,,-0.2762782884629041,
MCM4,,,
SSR1,,,
NDUFV3,,,
MRPL46,,,
TSPAN13,,,0.3480457028333218
TLK1,,,
SCAMP1,,,
NMNAT3,,,
ACTR1A,,,-0.3632989356902668
DHX35,,,
CAB39L,,-0.4135769168321187,
PHPT1,,,-0.30403893524362363
DGKQ,,,
DDX21,,,
ALG13,,,
IRAK1,,,
DTX3L,,,
CRYM,,-0.3736321765755741,
VWA8,,,
BSDC1,,,
SPATA33,,,
ZNF768,,,
CBX5,,,
THY1,,,
NLRX1,,,
CSNK1E,,,
ACADL,,,
GLI3,,,
EMC4,,,0.3020924453044769
TUFT1,,,
NENF,,,
EXOC6B,,0.3481077778647614,
DOCK4,,,
CROCC,,,
STX8,,,
ACOT11,,,
TXNDC9,,,
AKAP13,,,
LAMA5,,,
CD36,,,
TSC1,,,
MCM5,,,
HNRNPA3,,,
LASP1,,,
KIF15,,,
MNS1,,,
RRP1,,,
GGCT,,,0.6090062021637369
TAX1BP1,,,0.5615544926721305
ADGRF1,,,0.6068124376801186
CDK13,,,0.541352988659871
SNX13,,,0.5095785343045973
BAG6,,,0.5043013171808813
ELOB,,,0.4991307487527018
CCDC47,,0.3087734013575478,0.4955948228302136
UBL4A,,,0.4947490300008071
GET4,,,0.4946142413076791
ESRP1,,,0.4871642358418356
RBP5,,,-0.4853603088485604
TMEM106B,,,0.4760758333323769
GPR89A,,,0.4701602634479226
SLC34A2,,,0.4677176121160758
ZMIZ2,,,0.4658341098280338
ETF1,,,0.4651461644897561
C6orf89,,,0.4728742956891773
EMD,,,0.4618219843307426
TOR1AIP2,,,0.4607349607504097
BLVRA,,,0.4548141222367076
STAT5B,,-0.3801315711032272,-0.4545850377152757
PURB,,0.4123792046608771,0.4540526646090707
SPTLC2,,,0.4508439366775842
PPP3CB,,,-0.4487285436308015
FAF2,,,0.44707511214636697
RAB38,,,0.4466356662850438
FBXL18,,0.34697486005577777,0.4461440472373779
EVI5L,,,0.44608087745007896
HMOX2,,,0.4453657512368711
PAFAH1B1,,,-0.4424657210286565
GALNT10,,,0.4385655282913318
ATP9A,,,0.4376796520101017
DDX41,,,0.4366261247514048
TXNDC17,,,0.4358109332325393
PPP3CC,,-0.359171461486856,-0.4322714867138228
DAAM1,,,0.4321835177833664
SETD7,,,0.4309722915415085
TRIP11,,,0.43083888253124497
RSPRY1,,,0.42940077574713
PTK2,,,0.4291742253312461
MAL2,,,0.4383643543216296
DUSP6,,,0.4352850223471825
ODR4,,,0.4249355619572455
FAM120C,,,0.42109131666962585
YIPF1,,,0.4275808970973711
PRCP,,,-0.41740023847814667
SLC35E1,,,0.41712617645718797
SI,,,-0.5975355899050299
AMY1B,,,0.4147514607537657
HERPUD2,,,0.48518683395581896
GRK5,,,-0.4145047868216711
IRF2BPL,,,0.4141247269685819
SNX14,,,0.4217601701899817
UFM1,,,-0.4126784066355599
GPX2,,,-0.4373507635473321
CAMSAP3,,,0.4123841082731924
DHRS7,,,0.4121390442551533
XIAP,,,0.4100451346445546
NNT,,,0.4087361633796772
MRTFB,,,0.4083304702082038
FGFR1,,,-0.43453532126739
ZFPL1,,,0.4053350529578689
HIP1,,,0.40468884186930987
MMGT1,,,0.40208754228767707
CLK3,,,-0.4014794919036056
MS4A1,,-0.3643610610119348,-0.4272518229908282
ZFP36L1,,,0.3969326225390398
PVALB,,,-0.4093321033927583
MGST1,,,0.3957876248148128
IKZF3,,-0.3226251712291206,-0.3943951156819243
ITFG1,,,0.39284880545541656
MX1,,,0.39147932676012986
CEP135,,-0.2743749145314367,-0.3911316613764656
GZMK,,-0.3191473739921007,-0.4250043099606932
STK3,,,0.3907490667690602
CLCN7,,,0.3906685267664506
CD163L1,,-0.2871356910174705,-0.3955432605200226
CRABP2,,,0.3869005325683709
SDC4,,,0.3867834960118083
SNRK,,,-0.3846046251043089
BNIP1,,,0.38441817989224736
PPP2R5E,,,0.38417756959185706
MFSD4A,,,0.44035901835537616
MMRN1,,,-0.3835968308490342
SMAD4,,,-0.3835318964435682
VEZT,,,0.3832643091557233
SPTB,,,0.4323135205030408
F12,,,-0.38303516690958334
USP25,,,0.38294523108033945
SUMF2,,0.513876120165785,0.3823132473171332
P2RX1,,,-0.4481688277445325
KLC3,,,0.37927614176576535
ELOVL5,,,0.3921145867516172
MAP4K1,,-0.4232537960756701,-0.3775477461942977
STAG1,,,-0.3775021589009077
ALDH1A1,,,-0.37732974347154574
ZNF346,,,0.3772451079278162
BBIP1,,,-0.4305092087148902
MX2,,-0.29869884929521484,0.3765522014332817
ING3,,-0.30872535123001443,-0.3765334927697185
RNF175,,,0.3843115718376237
CUEDC1,,,0.3841281460284994
DAGLB,,0.2898804238362725,0.3749879785736692
CTDP1,,,-0.3741530170963837
STAU1,,,0.3735837817738594
OARD1,,,-0.3729129793488761
LCK,,-0.33114856046998725,-0.3708936631703347
C6orf47,,,0.3703911481518304
IL37,,,0.6124814208719738
BMX,,,-0.5605382887366708
PDS5B,,,-0.3675481070397712
GALNT6,,,0.3674730443860813
MID2,,,0.3913598468873872
VNN1,,,-0.3667067713535783
UFC1,,-0.29689902090691833,-0.36662655992866017
SSSCA1,,,0.3659178488108259
ISG20,,-0.44029190301190735,-0.3657747820439717
DCTN1,,-0.3030451879556937,-0.36536134692261335
PCP4L1,,,0.3651958041526431
PIK3C3,,,-0.3639695260466069
MDH1,,,-0.3637884041528766
CPD,,,0.36311490537329205
YIF1A,,,0.36288721447406574
ADAM15,,,0.3627875980742541
APCS,,,-0.3627398030475016
CDK5RAP2,,,0.3625371247852113
ATP5F1C,,,-0.3625328843180949
EHF,,,0.3624830516160361
PRPSAP2,,,-0.3615308681530174
PLA2G2A,,,-0.3612971725709889
MGRN1,,,0.3611507686100598
PANX2,,,0.4374480549778988
MACO1,,,0.3585426543502056
MAN2C1,,,-0.3585112269221389
ELAC2,,,-0.3578733199819237
SORBS3,,,-0.35774926002211904
CEP128,,-0.2826110933100002,-0.3568436656570562
RINT1,,,0.3563175213213953
WDSUB1,,,-0.3559686035066975
GTF2B,,,-0.3553736402515522
WDTC1,,,0.3550431209891743
NAAA,,-0.3902383003594543,-0.3535892515026209
GDF10,,-0.28245768435972496,-0.3531199872335159
CCL5,,,-0.360819125513599
C16orf58,,,0.3527468326340955
ARF5,,,0.3525566136864282
ACAP2,,,-0.3523022332213751
NSMCE3,,,-0.3522643125375573
EFR3A,,,0.3519261866773138
MALSU1,,,0.3829757207223525
CDKN1B,,-0.32453544857690536,-0.3517042213149987
PGM2L1,,,0.34992031561658216
XPR1,,,0.3495966758962445
R3HDM2,,,0.37865123266669576
DCTN6,,,-0.34900531621209524
HUWE1,,,0.3488855797856701
ENO3,,,-0.3487587780567051
AGAP2,,-0.2915368990976233,-0.3548255039679078
ALDOA,,,0.3481133539084685
RNF121,,,0.35578855855234875
PRSS8,,0.3356533932143295,0.34779044239667706
FXN,,,-0.3477468402128517
THOC3,,,0.3469347007147092
TTC1,,,0.3467696132334089
GRHL2,,,0.3466568599434797
AOX1,,-0.2998353409589189,-0.3465626432928945
IRF4,,-0.3864794009764706,-0.34638950559444665
SH3RF1,,,0.3463743524290569
SSU72,,,0.34633228493525503
MTMR9,,,-0.34594924140293193
CEP170B,,0.3485116360202896,0.40424712010977215
SGTB,,,-0.3449423192218908
TTC38,,,-0.3447648738458106
FAM118A,,,-0.35061574031902604
FBLN5,,,-0.34442755207734777
SESN2,,,0.350037158658717
DIS3L,,,-0.3436491359061889
JAK3,,,-0.3497290849757277
GKN2,,,-0.3719355672174319
MAP3K8,,,-0.3574221256124127
ZNRF2,,,0.34300118025131576
RHBDF1,,,0.3429640228223921
ITIH5,,-0.3473024737686847,-0.34293406395967185
ATP5F1A,,,-0.3426148369322798
TMEM120B,,,0.3550193928025289
KDF1,,0.2785425954186601,0.3668390920126733
ERGIC1,,,0.3414906639557606
TMTC2,,,-0.49900041707643206
GIPC2,,,-0.3412806221076272
GNA14,,,0.3408511792314233
DCTN3,,,-0.3406678430784859
SPTLC1,,,0.3406149671986661
ASAP2,,,-0.3405358500219626
MAGED1,,,0.34050390365673666
MAP2K6,,,-0.34001945305362125
OCRL,,,0.33973775340534595
IFI44L,,,0.34571403801249445
PHF6,,,0.3388341920856015
ALG1,,,0.33877103658335184
CR2,,,-0.4267788926902433
PAN3,,,-0.3370675922170132
GOLGA5,,,0.33691046899949084
FCRL5,,,-0.3364108174435899
CHKB,,,-0.3361553566354125
PLVAP,,-0.324345313888901,-0.3361204544769919
FAM110A,,,0.4059026355864904
COA1,,,0.4375084382898509
BLK,,,-0.3655115525432901
STEAP4,,,0.3350704431651324
ZBTB45,,,-0.3707735423585073
TMEM184A,,,0.3726027945977303
CD7,,,-0.35723084746446043
CARMIL2,,-0.4165152803861112,-0.3820765185630651
ASPA,,,-0.3337429679859145
EEF2K,,,0.33349770818463464
SH2D1A,,-0.3450567286982775,-0.3327919848921612
TOMM70,,,0.33269038483728114
FNIP2,,,0.3401687025492208
ZMPSTE24,,,0.3317686412510863
C5orf22,,,0.3315005159175898
SP140,,,-0.34495447105710303
CDK20,,,-0.3607044585616127
CPSF2,,,0.3306637946326433
VTI1B,,,0.33038659602010784
SRCIN1,,,0.33018869494961484
TRPC5,,,-0.3524359401612148
THEMIS,,,-0.35218238358291176
GABRG2,,,0.40368742478736297
ESD,,,-0.3295651585082365
VWF,,-0.30004498414701364,-0.32946021890344
DDX60L,,,0.3290200251014862
ZZEF1,,,-0.3288969542703867
DOHH,,,0.3287681215625619
RGL2,,,0.3286022349952552
TRAPPC12,,,-0.32835195810146073
EIF2AK1,,,0.3559245495510876
PAIP1,,,0.3574820052680753
CREB3L1,,,0.4305762213015269
CUL4B,,,0.3275207331235571
TNXB,,-0.3334140201854462,-0.3274112740768566
DPM3,,,0.3272536351307036
BTBD10,,,0.35644945761945096
PDE4D,,,-0.3270305308096177
LMAN2L,,,0.3267074593581738
CWF19L2,,,-0.32629684577607965
CEP41,,,0.3258552987177158
BCL7A,,,0.34610407156046963
PGGHG,,,-0.3251747860283568
HSBP1,,,0.3245750406077621
THEM6,,,0.3245563731250305
SLC22A18,,,0.3245524128487803
SLC9A7,,,0.3714871710378323
GCC1,,,0.3242012086722093
MTMR10,,,-0.3241552316981605
BZW2,,0.3821228367552638,0.3238877428419372
ZBTB10,,,0.3296574762209806
AVL9,,,0.3236947948787568
GZMA,,-0.28182270301560464,-0.3224977727602745
NIPSNAP3A,,,-0.3217156598507496
ZNF143,,,-0.32151416124871346
ELF1,,,-0.3210657531833593
ARMC10,,0.3089371594486466,0.3210252605836939
HPN,,,-0.3296106024939001
CC2D1A,,,0.320531585448662
ACP6,,,0.3201514396238864
TBC1D10C,,-0.4096547816248133,-0.3199777709787069
RARS,,,0.3199499354582977
DDHD2,,,-0.3194753171873419
PPL,,,0.31940403557404196
PTDSS1,,,0.3184057235993743
SNF8,,,-0.31763547961248184
JMJD4,,,0.37684292897537935
PRPF40A,,,0.32275345945859146
MTRR,,,0.3168738925379497
TXLNA,,,0.3166784538008221
SLC43A2,,,-0.3236970063965035
CTNNA1,,0.35226707660438794,0.3163446211607261
VPS37C,,,0.3163350266116321
GRK6,,-0.3433277605445449,-0.3163015830268164
RNF139,,,0.3828080611671704
PEX1,,,0.3160243032963136
SMG7,,,0.3159757962419953
DCTN5,,,-0.3153468135321176
FGD1,,,-0.3351060525040601
POP1,,,0.3152986861790891
NAPSA,,,0.31519040761392864
VPS36,,,-0.3151896882037829
WRN,,,-0.3150591413121495
TIMM8B,,,0.31475981197173275
BCAP31,,,0.3145199443413316
RNF181,,,0.3144165079659213
ANKRD50,,0.26966204707807506,0.3143962857384027
REM1,,,-0.33238538216229324
TIMM13,,,0.31405402453533793
PHACTR4,,,0.3139440047672433
LRRC17,,,-0.4071109088011237
PATJ,,,0.3134082208486826
CEP120,,,-0.31310707162350343
RASA1,,,0.31303892663127925
VPS25,,,-0.31259449232646064
WDR55,,,0.31217649756482435
LTBP4,,,-0.3121671029093949
B4GALT7,,,0.3402917298541389
CXorf56,,,0.3120216073521765
NKAP,,,0.3175630132429168
TAOK2,,,0.31754438927627554
IFIT1,,,0.3117938160651506
THOC7,,,0.31176003348369297
RETREG2,,,0.3116122271620877
PEX13,,,0.3508333912407434
ITIH3,,,-0.31099629374829163
DNAAF5,,0.28681879554935585,0.3109533732587826
RNF185,,,0.3390401781275367
STX7,,,-0.3106819863797544
NRIP2,,,-0.3998031927357498
IL1RAP,,0.4387835907302015,0.31015530439086186
CHMP1B,,,-0.31011120620279303
TOP1,,,0.31009580692559396
SELP,,-0.4012807982103539,-0.3099975184943968
SMAD2,,,-0.3098841179411141
HDGFL3,,,-0.3098799263991566
DCTN2,,-0.2940566397594879,-0.3096369251358584
ADH5,,,-0.3095451095021953
MINOS1,,,0.32189784450690023
ANKRD22,,,0.3087818635971016
PRKN,,,-0.36228208846619614
ARID3A,,-0.27762910515384803,-0.3081669810142845
ZNF806,,,0.3080512665458417
HSPBAP1,,,-0.3132594814653313
BANK1,,,-0.3191126863930321
MRPL51,,,0.3205482252560269
SAYSD1,,,0.30752092669052244
RBM4B,,,-0.320525453108131
S100P,,,-0.3072142337336016
HRAS,,,0.3071144270075861
B3GNT7,,,0.3193187746766365
STIM1,,,0.3061386099187955
HIC1,,,-0.4096710246438152
HIST2H2AB,,,-0.3058247234865088
VPS33B,,,-0.3054735492136411
HECW2,,,0.30488706611373195
LECT2,,,-0.30989473928236555
CYCS,,,0.30392067683572843
NUP50,,,-0.30386879501038977
KCNN4,,,0.32100741422264
